Repetition rate,Coppelia_simTime[s]
1,0.25
2,0.25
3,0.3
4,0.29999
5,0.25
6,0.25
7,0.30002
8,0.25
9,0.24997
10,0.24997
11,0.30005
12,0.19995
13,0.30005
14,0.20001
15,0.19995
16,0.25
17,0.29993
18,0.20001
19,0.25006
20,0.19995
21,0.25
22,0.24994
23,0.25
24,0.20007
25,0.25
26,0.20007
27,0.19995
28,0.20007
29,0.25
30,0.24988
31,0.20007
32,0.15002
33,0.19995
34,0.30005
35,0.15002
36,0.15002
37,0.20007
38,0.19995
39,0.25
40,0.15002
41,0.15002
42,0.25012
43,0.19995
44,0.15002
45,0.15002
46,0.19995
47,0.20007
48,0.25
49,0.20007
50,0.15002
51,0.15002
52,0.15015
53,0.1499
54,0.19995
55,0.1499
56,0.1499
57,0.15015
58,0.2002
59,0.1499
60,0.15015
61,0.1499
62,0.1499
63,0.1499
64,0.15015
65,0.15015
66,0.15015
67,0.1499
68,0.15015
69,0.1499
70,0.15015
71,0.15015
72,0.1499
73,0.14966
74,0.1499
75,0.1499
76,0.1499
77,0.15015
78,0.1499
79,0.15015
80,0.15015
81,0.1499
82,0.1499
83,0.15015
84,0.1499
85,0.15015
86,0.15015
87,0.1499
88,0.1499
89,0.1499
90,0.15015
91,0.1499
92,0.15015
93,0.15015
94,0.1499
95,0.15015
96,0.1499
97,0.15015
98,0.1499
99,0.15015
100,0.1499
101,0.15015
102,0.1499
103,0.1499
104,0.15015
105,0.1499
106,0.1499
107,0.1499
108,0.15015
109,0.1499
110,0.1499
111,0.1499
112,0.1499
113,0.15015
114,0.1499
115,0.15015
116,0.15015
117,0.1499
118,0.15015
119,0.1499
120,0.1499
121,0.15015
122,0.1499
123,0.1499
124,0.1499
125,0.15015
126,0.1499
127,0.14966
128,0.15015
129,0.15015
130,0.15015
131,0.1499
132,0.1499
133,0.14966
134,0.15015
135,0.15015
136,0.15015
137,0.1499
138,0.1499
139,0.1499
140,0.15015
141,0.1499
142,0.15015
143,0.1499
144,0.1499
145,0.1499
146,0.1499
147,0.15015
148,0.15015
149,0.1499
150,0.1499
151,0.15015
152,0.1499
153,0.15015
154,0.1499
155,0.1499
156,0.1499
157,0.15015
158,0.1499
159,0.15015
160,0.15015
161,0.15015
162,0.15015
163,0.15015
164,0.1499
165,0.15015
166,0.15015
167,0.15015
168,0.15015
169,0.1499
170,0.15015
171,0.1499
172,0.1499
173,0.1499
174,0.1499
175,0.1499
176,0.1499
177,0.1499
178,0.1499
179,0.15015
180,0.15015
181,0.15015
182,0.1499
183,0.1499
184,0.15015
185,0.1499
186,0.15015
187,0.15015
188,0.1499
189,0.1499
190,0.1499
191,0.1499
192,0.1499
193,0.1499
194,0.1499
195,0.1499
196,0.1499
197,0.1499
198,0.15015
199,0.1499
200,0.1499
201,0.15015
202,0.15015
203,0.1499
204,0.15015
205,0.15015
206,0.15015
207,0.1499
208,0.1499
209,0.15015
210,0.14966
211,0.15015
212,0.1499
213,0.15015
214,0.1499
215,0.15015
216,0.15015
217,0.1499
218,0.15015
219,0.15015
220,0.15015
221,0.1499
222,0.1499
223,0.15015
224,0.1499
225,0.15015
226,0.15015
227,0.15015
228,0.1499
229,0.1499
230,0.1499
231,0.1499
232,0.15015
233,0.15015
234,0.15015
235,0.1499
236,0.1499
237,0.15015
238,0.1499
239,0.15015
240,0.1499
241,0.1499
242,0.1499
243,0.15039
244,0.1499
245,0.1499
246,0.1499
247,0.1499
248,0.1499
249,0.1499
250,0.1499
251,0.1499
252,0.1499
253,0.1499
254,0.1499
255,0.1499
256,0.1499
