Repetition rate,exeTime[s]
1,12.217
2,10.756
3,10.737
4,10.745
5,10.745
6,10.761
7,10.714
8,10.752
9,10.732
10,10.753
11,10.787
12,10.744
13,10.77
14,10.74
15,10.757
16,10.773
17,10.751
18,10.725
19,10.767
20,10.784
21,10.799
22,10.774
23,10.72
24,10.765
25,10.774
26,10.772
27,10.961
28,10.972
29,11.195
30,10.797
31,10.762
32,10.781
33,10.72
34,10.745
35,10.754
36,10.743
37,10.75
38,10.727
39,10.739
40,10.744
41,10.749
42,10.729
43,10.771
44,10.761
45,10.834
46,10.706
47,10.759
48,10.758
49,10.777
50,10.785
51,10.782
52,10.764
53,10.737
54,10.876
55,10.804
56,10.785
57,10.754
58,10.703
59,10.733
60,10.76
61,10.741
62,10.767
63,10.743
64,10.767
65,10.716
66,10.747
67,10.775
68,10.76
69,10.771
70,10.759
71,10.744
72,10.751
73,10.727
74,10.758
75,10.752
76,10.72
77,10.722
78,10.727
79,10.755
80,10.737
81,10.747
82,10.762
83,10.77
84,10.736
85,10.736
86,10.765
87,10.783
88,10.749
89,10.781
90,10.788
91,10.744
92,10.706
93,10.711
94,10.758
95,10.727
96,10.742
97,10.759
98,10.778
99,10.753
100,10.767
101,10.724
102,10.76
103,10.76
104,10.712
105,10.751
106,10.894
107,10.767
108,10.729
109,10.754
110,10.721
111,10.774
112,10.783
113,10.754
114,10.758
115,10.753
116,10.71
117,10.774
118,10.745
119,10.736
120,10.792
121,10.785
122,10.753
123,10.77
124,10.74
125,10.766
126,10.747
127,10.991
128,10.779
129,10.769
130,10.78
131,10.74
132,10.761
133,10.717
134,10.752
135,10.728
136,10.735
137,10.791
138,10.788
139,10.783
140,10.748
141,10.786
142,10.771
143,10.788
144,10.77
145,10.754
146,10.701
147,10.783
148,10.73
149,10.738
150,10.771
151,10.757
152,10.717
153,10.763
154,10.784
155,10.795
156,10.781
157,10.705
158,10.727
159,10.765
160,10.719
161,10.756
162,10.744
163,10.794
164,10.747
165,10.748
166,10.749
167,10.726
168,10.738
169,10.725
170,10.777
171,10.761
172,10.777
173,10.731
174,10.758
175,10.755
176,10.728
177,10.737
178,10.74
179,10.746
180,10.785
181,10.746
182,10.794
183,10.766
184,10.741
185,10.733
