Repetition rate,exeTime
1,1.9713
2,1.9637
3,2.0202
4,1.9292
5,2.0375
6,1.9345
7,1.993
8,1.9697
9,1.9295
10,1.9639
11,1.9634
12,1.9769
13,1.9709
14,1.968
15,1.9441
