Repetition rate,Coppelia_simTime[s]
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10,2.09
10,2.09
10,2.09
10,2.09
10,2.09
10,2.09
10,2.09
10,2.09
10,2.09
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
28,2.09
28,2.09
28,2.09
28,2.09
28,2.09
28,2.09
28,2.09
28,2.09
28,2.09
37,2.08
37,2.08
37,2.08
37,2.08
37,2.08
37,2.08
37,2.08
37,2.08
37,2.08
46,2.09
46,2.09
46,2.09
46,2.09
46,2.09
46,2.09
46,2.09
46,2.09
46,2.09
55,2.1
55,2.1
55,2.1
55,2.1
55,2.1
55,2.1
55,2.1
55,2.1
55,2.1
64,2.07
64,2.07
64,2.07
64,2.07
64,2.07
64,2.07
64,2.07
64,2.07
64,2.07
73,9999
73,9999
73,9999
73,9999
73,9999
73,9999
73,9999
73,9999
73,9999
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
91,9999
91,9999
91,9999
91,9999
91,9999
91,9999
91,9999
91,9999
91,9999
100,2.07
100,2.07
100,2.07
100,2.07
100,2.07
100,2.07
100,2.07
100,2.07
100,2.07
109,2.09
109,2.09
109,2.09
109,2.09
109,2.09
109,2.09
109,2.09
109,2.09
109,2.09
118,2.08
118,2.08
118,2.08
118,2.08
118,2.08
118,2.08
118,2.08
118,2.08
118,2.08
127,9999
127,9999
127,9999
127,9999
127,9999
127,9999
127,9999
127,9999
127,9999
136,2.08
136,2.08
136,2.08
136,2.08
136,2.08
136,2.08
136,2.08
136,2.08
136,2.08
145,2.08
145,2.08
145,2.08
145,2.08
145,2.08
145,2.08
145,2.08
145,2.08
145,2.08
154,2.08
154,2.08
154,2.08
154,2.08
154,2.08
154,2.08
154,2.08
154,2.08
154,2.08
163,2.08
163,2.08
163,2.08
163,2.08
163,2.08
163,2.08
163,2.08
163,2.08
163,2.08
172,2.08
172,2.08
172,2.08
172,2.08
172,2.08
172,2.08
172,2.08
172,2.08
172,2.08
181,2.11
181,2.11
181,2.11
181,2.11
181,2.11
181,2.11
181,2.11
181,2.11
181,2.11
190,2.09
190,2.09
190,2.09
190,2.09
190,2.09
190,2.09
190,2.09
190,2.09
190,2.09
199,2.09
199,2.09
199,2.09
199,2.09
199,2.09
199,2.09
199,2.09
199,2.09
199,2.09
208,2.0901
208,2.0901
208,2.0901
208,2.0901
208,2.0901
208,2.0901
208,2.0901
208,2.0901
208,2.0901
217,2.08
217,2.08
217,2.08
217,2.08
217,2.08
217,2.08
217,2.08
217,2.08
217,2.08
226,2.0801
226,2.0801
226,2.0801
226,2.0801
226,2.0801
226,2.0801
226,2.0801
226,2.0801
226,2.0801
235,2.08
235,2.08
235,2.08
235,2.08
235,2.08
235,2.08
235,2.08
235,2.08
235,2.08
244,2.08
244,2.08
244,2.08
244,2.08
244,2.08
244,2.08
244,2.08
244,2.08
244,2.08
253,2.0699
253,2.0699
253,2.0699
253,2.0699
