Repetition rate,Coppelia_simTime[s]
1,0.6
2,0.8
3,0.75
4,0.8
5,0.75
6,0.65
7,0.6
8,0.6
9,0.79999
10,0.75
11,0.64999
12,0.70001
13,0.5
14,0.65001
15,0.75
16,0.64999
17,0.75
18,0.75
19,0.60001
20,0.64999
21,0.60001
22,0.74997
23,0.70004
24,0.75003
25,0.75
26,0.75
27,0.75
28,0.70001
29,0.70001
30,0.59998
31,0.70001
32,0.70001
33,0.44998
34,0.60001
35,0.74997
36,0.74997
37,0.70001
38,0.55005
39,0.49994
40,0.65002
41,0.64996
42,0.70001
43,0.49994
44,0.69995
45,0.6001
46,0.50006
47,0.70001
48,0.75
49,0.70001
50,0.70001
51,0.70007
52,0.74994
53,0.70001
54,0.69995
55,0.70007
56,0.64996
57,0.54999
58,0.75
59,0.74994
60,0.64996
61,0.75
62,0.64996
63,0.64996
64,0.75
65,0.64996
66,0.65009
67,0.75
68,0.64996
69,0.54993
70,0.6001
71,0.55005
72,0.64996
73,0.64996
74,0.45001
75,0.64996
76,0.59998
77,0.69995
78,0.59998
79,0.70007
80,0.69995
81,0.65002
82,0.59998
83,0.55005
84,0.65002
85,0.65002
86,0.59998
87,0.6499
88,0.54993
89,0.6001
90,0.6001
91,0.69983
92,0.70007
93,0.54993
94,0.65002
95,0.54993
96,0.65002
97,0.59998
98,0.5
99,0.55005
100,0.55005
101,0.6001
102,0.6001
103,0.65002
104,0.69995
105,0.54993
106,0.69995
107,0.6001
108,0.6001
109,0.44995
110,0.59998
111,0.54993
112,0.59985
113,0.69995
114,0.5
115,0.65002
116,0.70007
117,0.6001
118,0.59998
119,0.6499
120,0.55005
121,0.59998
122,0.5
123,0.59998
124,0.6499
125,0.69995
126,0.70007
127,0.59998
128,0.75
129,0.55005
130,0.49988
131,0.6499
132,0.65015
133,0.6499
134,0.65015
135,0.59985
136,0.75012
137,0.70007
138,0.74988
139,0.65002
140,0.55005
141,0.65002
142,0.74988
143,0.55005
144,0.65002
145,0.59985
146,0.65015
147,0.45007
148,0.54993
149,0.69995
150,0.70007
151,0.5498
152,0.6499
153,0.65002
154,0.45007
155,0.6001
156,0.59998
157,0.59985
158,0.69983
159,0.65002
160,0.75
161,0.6001
162,0.6001
163,0.70007
164,0.55005
165,0.69995
166,0.6001
167,0.6001
168,0.6001
169,0.6001
170,0.6499
171,0.6001
172,0.4502
173,0.65015
174,0.65015
175,0.69995
176,0.69995
177,0.6499
178,0.6001
179,0.6001
180,0.65015
181,0.75
182,0.74976
183,0.5498
184,0.69971
185,0.7002
186,0.55005
187,0.44971
188,0.69995
189,0.69995
190,0.5498
191,0.55029
192,0.55005
193,0.6001
194,0.6499
195,0.6499
196,0.5
197,0.59985
198,0.6001
199,0.5498
200,0.6499
201,0.65015
202,0.6001
203,0.6001
204,0.5498
205,0.65015
206,0.69995
207,0.6001
208,0.65015
209,0.6001
210,0.65015
211,0.6001
212,0.6499
213,0.69995
214,0.6499
215,0.7002
216,0.69995
217,0.5498
218,0.6001
219,0.55029
220,0.7002
221,0.5498
222,0.59985
223,0.6001
224,0.6001
225,0.6499
226,0.65015
227,0.74976
228,0.5
229,0.65015
230,0.74976
231,0.44995
232,0.75024
233,0.6499
234,0.55005
235,0.4502
236,0.7002
237,0.65015
238,0.3999
239,0.44995
240,0.69995
241,0.6499
242,0.65015
243,0.65015
244,0.75
245,0.6499
246,0.7002
247,0.75
248,0.80005
249,0.59985
250,0.69995
251,0.6001
252,0.75
253,0.65015
254,0.75
255,0.59961
256,0.75024
257,0.75024
258,0.75024
259,0.6001
260,0.69995
261,0.59985
262,0.7002
263,0.7002
264,0.7002
265,0.69995
266,0.85034
267,0.75
268,0.80005
269,0.69995
270,0.80005
271,0.80005
272,0.8501
273,0.69995
274,0.75024
275,0.8501
276,0.75024
277,0.75024
278,0.7998
279,0.75024
280,0.80005
281,0.55029
282,0.74976
283,0.59985
284,0.9502
285,0.69971
286,0.8501
287,0.74976
288,0.84985
289,0.80005
290,0.80005
291,0.7998
292,0.80005
293,0.84985
294,0.8501
295,0.94995
296,0.7002
297,0.80005
298,0.7002
299,0.75
300,0.7002
301,0.89966
302,0.90015
303,0.6499
304,0.6001
305,0.8501
306,0.74976
307,0.94971
308,0.8501
309,0.84985
310,0.59985
311,0.84985
312,0.90015
313,0.69995
314,0.84985
315,0.80005
316,0.8999
317,0.7998
318,1.0498
319,0.90015
320,0.80005
321,0.7998
322,0.75024
323,0.8999
324,0.94995
325,0.74976
326,0.94971
327,0.75024
328,0.90015
329,1.0002
330,0.8501
331,0.94995
332,0.84985
333,1.05
334,0.84985
335,0.90015
336,0.84985
337,0.5
338,0.8501
339,0.7002
340,1.1001
341,0.8501
342,0.90015
343,0.75
344,0.6499
345,0.75
346,0.75
347,1
348,0.94995
349,3.6499
350,0.80005
351,0.94995
352,0.84985
353,1
354,1
355,0.7998
356,1.0002
357,0.94995
358,0.94995
359,0.8501
360,0.84985
361,0.80005
362,0.90015
363,0.84985
364,3.4502
365,0.85034
366,0.94995
367,0.69995
368,0.59961
369,0.7998
370,1.0498
371,0.9502
372,0.6499
373,0.75
374,0.8999
375,0.84985
376,0.8999
377,1.0002
378,0.74976
379,0.80005
380,0.84985
381,0.7998
382,0.8999
383,0.9502
384,1.0498
385,0.99951
386,1
387,0.7002
388,1
389,0.8501
390,0.8999
391,0.75049
392,0.84961
393,0.7998
394,0.94971
395,1.1001
396,0.90039
397,0.8501
398,1.1499
399,0.9502
400,1
401,1.1001
402,1
403,1.0503
404,1.1499
405,1.2998
406,1.1499
407,1.1001
408,0.8501
409,0.9502
410,0.8999
411,1.25
412,1.0503
413,1.0996
414,1.1504
415,0.94971
416,1.1001
417,1.2998
418,1.3999
419,0.65039
420,1.3999
421,1.2002
422,1.1001
423,1.3003
424,1.2002
425,1.5
426,1.2998
427,1.2002
428,1.2998
429,1.3003
430,1.3501
431,1.5
432,1.1001
433,1.25
434,0.8999
435,1.5996
436,1.4502
437,1.3496
438,1.4497
439,1.25
440,4.8501
441,1.5
442,1.1001
443,1.4502
444,1.2495
445,1.1499
446,1.3999
447,1.3003
448,1.4497
449,1.5503
450,1.7002
451,1.2505
452,1.75
453,1.5498
454,1.4497
455,1.75
456,1.2002
457,1.5498
458,1.6001
459,1.5498
460,1.75
461,0.75
462,1.4502
463,1.6499
464,0.8999
465,1.8501
466,1.6499
467,1.6001
468,1.4004
469,1.3994
470,1.4502
471,1
472,1.5
473,1.3501
474,1.4995
475,1.75
476,1.5498
477,0.80029
478,1.6499
479,1.3994
480,1.8003
481,1.5005
482,1.6499
483,1.6001
484,1.3501
485,1.6001
486,1.8003
487,1.8999
488,1.6499
489,1.8994
490,1.0996
491,1.0503
492,1.25
493,1.25
494,1.1504
495,1.0503
496,1.2998
497,1.3501
498,1.75
499,1.5
500,1.3003
501,1.9
502,1.3
503,1.45
504,1.55
505,1.6
506,1.25
507,1.15
508,1.15
509,1.8
510,1.5
511,1.3
512,1.35
513,1.75
514,1.4
515,1.6
516,1.55
517,1.3
518,1.35
519,1.6
520,1.35
521,1.55
522,1.4
523,1.45
524,1.3
525,1.45
526,1.9
527,1.3
528,1.7
529,1.85
530,1.6
531,1.5
532,1.55
533,2
534,1.85
535,1.3
536,1.4
537,2.1
538,2.3
539,1.9
540,2.3
541,1.9
542,1.4
543,1.3499
544,1.35
545,1.95
546,1.8
547,2
548,1.7
549,1.95
550,1.7001
551,1.5
552,1.1
553,2
554,1.5499
555,1.45
556,1.55
557,1.7
558,1.3999
559,1.7
560,1.5
561,1.5499
562,1.35
563,1.6
564,1.65
565,2.3
566,1.7
567,1.8
568,1.7
569,2.5
570,1.7999
571,1.35
572,1.4999
573,1.75
574,2
575,1.6501
576,1.65
577,1.45
578,1.9
579,1.85
580,1.4
581,2.2999
582,1
583,1.85
584,1.7501
585,2.65
586,1.9
587,2.05
588,2.1
589,2.2499
