Repetition rate,exeTime[s],,real time
3893,2.0851,,
3894,2.0635,,
3895,2.1688,,
3896,2.074,,
3897,1.9375,,
3898,2.0023,,
3899,2.055,,
3900,1.9605,,
3901,1.9459,,
3902,2.0123,,
3903,2.0776,,
3904,2.043,,
3905,2.0453,,
3906,2.044,,
3907,2.0412,,
3908,2.0303,,
3909,2.0878,,
3910,1.9558,,
3911,2.0209,,
3912,2.0597,,
3913,2.1172,,
3914,2.1204,,
3915,1.9799,,
3916,1.9245,,
3917,1.9644,,
3918,2.0386,,
3919,2.0448,,
3920,1.9452,,
3921,2.0664,,
3922,2.1016,,
3923,2.0535,,
3924,2.0606,,
3925,1.9802,,
3926,2.0455,,
3927,2.053,,
3928,2.0847,,
3929,2.104,,
3930,2.0048,,
3931,1.9949,,
3932,2.0644,,
3933,2.0583,,
3934,1.9237,,
3935,2.0929,,
3936,1.985,,
3937,2.0537,,
3938,2.0143,,
3939,2.0072,,
3940,1.9464,,
3941,2.0906,,
3942,2.198,,
3943,2.0862,,
3944,2.07,,
3945,2.0373,,
3946,2.0402,,
3947,2.0989,,
3948,2.0894,,
3949,2.1089,,
3950,2.1492,,
3951,2.0504,,
3952,2.116,,
3953,1.9152,,
3954,1.97,,
3955,1.9269,,
3956,1.9432,,
3957,1.9926,,
3958,1.9327,,
3959,2.0022,,
3960,2.0392,,
3961,2.0433,,
3962,1.9469,,
3963,2.0955,,
3964,2.1157,,
3965,2.2258,,
3966,1.9944,,
3967,2.1651,,
3968,2.1138,,
3969,2.0455,,
3970,2.03,,
3971,2.0721,,
3972,1.9715,,
3973,1.883,,
3974,1.9362,,
3975,1.9629,,
3976,1.8508,,
3977,2.078,,
3978,1.979,,
3979,2.0405,,
3980,1.9835,,
3981,2.0246,,
3982,1.9624,,
3983,2.1495,,
3984,2.1542,,
3985,2.0582,,
3986,2.0401,,
3987,2.2072,,
3988,2.152,,
3989,2.0444,,
3990,2.0422,,
3991,1.9531,,
3992,1.9264,,
3993,1.9509,,
3994,1.9727,,
3995,1.9928,,
3996,1.9443,,
3997,1.9013,,
3998,2.0607,,
3999,2.0742,,
4000,1.9771,,
4001,1.9813,,
4002,2.1017,,
4003,2.0599,,
4004,2.1595,,
4005,1.9809,,
4006,2.0067,,
4007,2.0214,,
4008,2.0766,,
4009,1.9758,,
4010,2.0947,,
4011,2.046,,
4012,2.0117,,
4013,1.9621,,
4014,1.9524,,
4015,1.9314,,
4016,2.0393,,
4017,2.0171,,
4018,2.1159,,
4019,2.0817,,
4020,1.9386,,
4021,2.0607,,
4022,1.9966,,
4023,2.0792,,
4024,2.0822,,
4025,2.103,,
4026,1.9736,,
4027,2.1183,,
4028,2.099,,
4029,2.0298,,
4030,2.0616,,
4031,1.9315,,
4032,1.9148,,
4033,1.9334,,
4034,1.9142,,
4035,1.9805,,
4036,1.9958,,
4037,2.1575,,
4038,1.9853,,
4039,2.0672,,
4040,2.029,,
4041,2.0525,,
4042,2.0359,,
4043,2.0255,,
4044,2.0699,,
4045,2.0367,,
4046,1.9992,,
4047,1.983,,
4048,2.0274,,
4049,2.0645,,
4050,1.8946,,
4051,2.052,,
4052,1.968,,
4053,1.9922,,
4054,2.0107,,
4055,2.1564,,
4056,2.1365,,
4057,2.0626,,
4058,2.0199,,
4059,2.0724,,
4060,2.1513,,
4061,1.993,,
4062,2.0661,,
4063,2.0056,,
4064,2.0573,,
4065,2.13,,
4066,2.009,,
4067,2.063,,
4068,1.9641,,
4069,2.0665,,
4070,1.9219,,
4071,1.9694,,
4072,1.9729,,
4073,2.0026,,
4074,1.9903,,
4075,2.1216,,
4076,2.0216,,
4077,2.0235,,
4078,1.987,,
4079,2.0152,,
4080,2.0494,,
4081,2.0474,,
4082,1.9933,,
4083,2.08,,
4084,2.0592,,
4085,2.0268,,
4086,2.1322,,
4087,2.0768,,
4088,2.072,,
4089,1.963,,
4090,1.9425,,
4091,2.0325,,
4092,1.9535,,
4093,1.9107,,
4094,1.9986,,
4095,2.0154,,
4096,2.1704,,
4097,2.0447,,
4098,2.1248,,
4099,2.0508,,
4100,2.0502,,
4101,2.0482,,
4102,1.9804,,
4103,2.1106,,
4104,2.213,,
4105,2.0467,,
4106,2.1208,,
4107,1.9371,,
4108,2.0436,,
4109,2.1014,,
4110,2.0586,,
4111,1.9791,,
4112,1.9291,,
4113,1.9822,,
4114,2.1236,,
4115,2.2078,,
4116,2.1972,,
4117,2.0448,,
4118,2.0163,,
4119,2.0862,,
4120,2.083,,
4121,1.9763,,
4122,2.0112,,
4123,2.0313,,
4124,1.9993,,
4125,2.0885,,
4126,2.0376,,
4127,1.9499,,
4128,2.0797,,
4129,1.9907,,
4130,1.9827,,
4131,1.9164,,
4132,1.9905,,
4133,2.0722,,
4134,2.0272,,
4135,2.0316,,
4136,1.9827,,
4137,2.0811,,
4138,1.9996,,
4139,2.0237,,
4140,2.0541,,
4141,2.0974,,
4142,2.093,,
4143,2.0228,,
4144,2.077,,
4145,2.0429,,
4146,1.9995,,
4147,1.9827,,
4148,2.1304,,
4149,2.079,,
4150,2.0599,,
4151,2.1193,,
4152,2.1934,,
4153,2.169,,
4154,2.1328,,
4155,2.1153,,
4156,2.0485,,
4157,2.1051,,
4158,2.0997,,
4159,2.2111,,
4160,1.999,,
4161,2.1293,,
4162,2.2354,,
4163,2.2643,,
4164,2.0263,,
4165,2.0848,,
4166,1.959,,
4167,1.8926,,
4168,1.9667,,
4169,2.1074,,
4170,1.9443,,
4171,1.9432,,
4172,2.0779,,
4173,2.0493,,
4174,1.9762,,
4175,2.0205,,
4176,2.1011,,
4177,2.0436,,
4178,2.0946,,
4179,1.978,,
4180,1.9947,,
4181,2.13,,
4182,2.0522,,
4183,2.168,,
4184,2.0669,,
4185,2.0831,,
4186,1.939,,
4187,2.0135,,
4188,2.0165,,
4189,1.9508,,
4190,1.9233,,
4191,2.0096,,
4192,2.0217,,
4193,2.0618,,
4194,2.0629,,
4195,2.0248,,
4196,2.0091,,
4197,2.1187,,
4198,2.0869,,
4199,2.0204,,
4200,2.0131,,
4201,2.0172,,
4202,2.1268,,
4203,2.0129,,
4204,2.0957,,
4205,1.9985,,
4206,1.9311,,
4207,2.0006,,
4208,1.9945,,
4209,1.9894,,
4210,2.008,,
4211,1.9961,,
4212,2.0591,,
4213,1.9559,,
4214,2.0034,,
4215,2.1843,,
4216,2.0403,,
4217,2.0075,,
4218,2.0862,,
4219,2.098,,
4220,2.0426,,
4221,2.1035,,
4222,2.2555,,
4223,2.0524,,
4224,1.976,,
4225,2.0289,,
4226,1.9635,,
4227,1.9191,,
4228,1.9544,,
4229,1.9763,,
4230,1.9538,,
4231,2.0231,,
4232,2.0892,,
4233,2.017,,
4234,2.0082,,
4235,2.0407,,
4236,2.0858,,
4237,2.0209,,
4238,2.2463,,
4239,2.0509,,
4240,2.2687,,
4241,2.0414,,
4242,2.0438,,
4243,2.0645,,
4244,1.9672,,
4245,1.9721,,
4246,1.9998,,
4247,2.0885,,
4248,2.1619,,
4249,1.947,,
4250,2.0035,,
4251,2.0214,,
4252,2.0812,,
4253,2.0459,,
4254,2.1016,,
4255,2.1674,,
4256,2.0106,,
4257,2.0168,,
4258,2.0645,,
4259,2.028,,
4260,2.006,,
4261,2.1032,,
4262,1.972,,
4263,1.9601,,
4264,1.9647,,
4265,1.9177,,
4266,1.9906,,
4267,1.9448,,
4268,1.903,,
4269,2.0454,,
4270,1.9718,,
4271,2.0059,,
4272,2.0456,,
4273,2.0171,,
4274,2.012,,
4275,2.0234,,
4276,2.0326,,
4277,2.0929,,
4278,2.0665,,
4279,2.1122,,
4280,2.0073,,
4281,2.0425,,
4282,1.8953,,
4283,1.9398,,
4284,1.9412,,
4285,1.995,,
4286,1.9163,,
4287,1.9218,,
4288,2.1072,,
4289,2.0986,,
4290,2.0375,,
4291,2.0246,,
4292,2.0723,,
4293,2.0345,,
4294,1.9654,,
4295,1.9984,,
4296,1.9748,,
4297,2.0171,,
4298,2.0324,,
4299,2.0312,,
4300,1.9847,,
4301,2.0829,,
4302,1.918,,
4303,1.9598,,
4304,2.0014,,
4305,2.0731,,
4306,1.975,,
4307,1.908,,
4308,2.1252,,
4309,2.0834,,
4310,2.0433,,
4311,2.0435,,
4312,2.0172,,
4313,2.1253,,
4314,2.0498,,
4315,1.9855,,
4316,2.0364,,
4317,2.0935,,
4318,1.9954,,
4319,2.0316,,
4320,1.9843,,
4321,1.9675,,
4322,1.9357,,
4323,1.995,,
4324,1.9198,,
4325,2.0208,,
4326,1.8709,,
4327,1.8828,,
4328,2.0806,,
4329,2.086,,
4330,2.1014,,
4331,2.0266,,
4332,2.0581,,
4333,2.1371,,
4334,2.1216,,
4335,2.113,,
4336,2.2462,,
4337,2.0878,,
4338,2.1981,,
4339,2.0032,,
4340,2.0649,,
4341,2.064,,
4342,1.9857,,
4343,1.9388,,
4344,1.9638,,
4345,1.9064,,
4346,1.9898,,
4347,1.9653,,
4348,2.0041,,
4349,2.1081,,
4350,2.177,,
4351,2.105,,
4352,2.0475,,
4353,2.0823,,
4354,1.9991,,
4355,1.9924,,
4356,1.9844,,
4357,2.0118,,
4358,2.0544,,
4359,2.0123,,
4360,1.9562,,
4361,1.9477,,
4362,1.8743,,
4363,1.9371,,
4364,1.9906,,
4365,2.0049,,
4366,1.886,,
4367,2.0047,,
4368,1.9904,,
4369,1.957,,
4370,1.975,,
4371,2.0068,,
4372,2.0824,,
4373,2.0315,,
4374,1.9974,,
4375,1.9783,,
4376,2.0152,,
4377,2.0271,,
4378,2.0173,,
4379,2.0522,,
4380,2.0471,,
4381,1.8992,,
4382,2.0605,,
4383,2.0669,,
4384,2.0094,,
4385,1.9676,,
4386,1.8636,,
4387,2.0408,,
4388,2.0359,,
4389,2.0968,,
4390,2.0465,,
4391,1.9678,,
4392,2.0066,,
4393,2.0893,,
4394,2.0364,,
4395,2.085,,
4396,2.0231,,
4397,1.9351,,
4398,2.0225,,
4399,2.0145,,
4400,2.0315,,
4401,1.978,,
4402,1.9832,,
4403,2.0593,,
4404,2.0078,,
4405,1.8423,,
4406,1.9155,,
4407,1.9743,,
4408,2.0275,,
4409,1.9945,,
4410,2.111,,
4411,2.0556,,
4412,2.0041,,
4413,2.0827,,
4414,1.972,,
4415,1.9473,,
4416,2.0251,,
4417,2.0405,,
4418,2.0395,,
4419,1.9989,,
4420,1.9046,,
4421,2.0049,,
4422,2.1308,,
4423,1.975,,
4424,1.9741,,
4425,1.9496,,
4426,1.8346,,
4427,2.1324,,
4428,2.147,,
4429,2.1646,,
4430,2.0766,,
4431,2.0029,,
4432,1.9472,,
4433,2.054,,
4434,2.1079,,
4435,2.0181,,
4436,1.9661,,
4437,2.057,,
4438,2.0018,,
4439,1.9806,,
4440,1.99,,
4441,2.0217,,
4442,1.9216,,
4443,1.9395,,
4444,1.9718,,
4445,1.8762,,
4446,1.8676,,
4447,1.9977,,
4448,1.9722,,
4449,2.1106,,
4450,2.0519,,
4451,2.0644,,
4452,2.154,,
4453,2.1225,,
4454,2.0048,,
4455,2.0286,,
4456,2.0408,,
4457,2.0461,,
4458,2.1401,,
4459,1.9738,,
4460,1.9429,,
4461,1.9328,,
4462,1.9833,,
4463,1.9409,,
4464,1.9415,,
4465,2.0149,,
4466,1.8089,,
4467,1.9312,,
4468,2.0578,,
4469,2.0621,,
4470,2.1031,,
4471,2.0746,,
4472,2.0101,,
4473,1.927,,
4474,2.0078,,
4475,2.1162,,
4476,2.0161,,
4477,2.0234,,
4478,2.0317,,
4479,1.9607,,
4480,2.0056,,
4481,2.0601,,
4482,1.9334,,
4483,1.9862,,
4484,2.0255,,
4485,1.9422,,
4486,1.892,,
4487,2.0089,,
4488,2.0059,,
4489,2.0347,,
4490,1.9174,,
4491,2.0174,,
4492,1.9894,,
4493,1.9936,,
4494,1.9611,,
4495,2.2307,,
4496,2.0661,,
4497,2.0087,,
4498,1.961,,
4499,2.0244,,
4500,2.0791,,
4501,2.0587,,
4502,1.9634,,
4503,2.0036,,
4504,1.9442,,
4505,1.9142,,
4506,1.963,,
4507,1.92,,
4508,2.0157,,
4509,2.0353,,
4510,2.08,,
4511,2.0232,,
4512,2.0053,,
4513,1.9762,,
4514,1.9737,,
4515,2.0794,,
4516,2.0047,,
4517,2.153,,
4518,2.0197,,
4519,1.9799,,
4520,2.0191,,
4521,1.9775,,
4522,1.9395,,
4523,1.9527,,
4524,1.8699,,
4525,1.9218,,
4526,1.8717,,
4527,1.9501,,
4528,2.1068,,
4529,2.0987,,
4530,2.0491,,
4531,2.0208,,
4532,2.0068,,
4533,2.0922,,
4534,1.9589,,
4535,2.0584,,
4536,2.0374,,
4537,2.0119,,
4538,2.1237,,
4539,2.0948,,
4540,1.9793,,
4541,1.9843,,
4542,1.8963,,
4543,2.0081,,
4544,2.0349,,
4545,1.9514,,
4546,1.8659,,
4547,1.9505,,
4548,1.9938,,
4549,1.9538,,
4550,2.0937,,
4551,2.1186,,
4552,1.9664,,
4553,2.0425,,
4554,2.0131,,
4555,2.1918,,
4556,2.2871,,
4557,2.2813,,
4558,2.1784,,
4559,2.2123,,
4560,2.1471,,
4561,1.9716,,
4562,1.9959,,
4563,2.1345,,
4564,1.8961,,
4565,1.9447,,
4566,1.8847,,
4567,1.883,,
4568,1.991,,
4569,2.0924,,
4570,2.0729,,
4571,2.0029,,
4572,1.9651,,
4573,2.1494,,
4574,2.0839,,
4575,2.0281,,
4576,2.0184,,
4577,2.0955,,
4578,2.2988,,
4579,2.0752,,
4580,2.0632,,
4581,1.9835,,
4582,2.1768,,
4583,2.0865,,
4584,1.904,,
4585,1.9852,,
4586,1.9324,,
4587,1.8735,,
4588,2.0112,,
4589,1.8873,,
4590,1.9786,,
4591,2.0675,,
4592,1.9925,,
4593,2.1378,,
4594,2.0581,,
4595,2.0304,,
4596,1.9845,,
4597,2.0248,,
4598,2.0064,,
4599,1.9606,,
4600,2.0039,,
4601,2.1128,,
4602,1.9519,,
4603,1.9563,,
4604,1.9922,,
4605,1.8908,,
4606,1.9526,,
4607,1.9143,,
4608,1.9788,,
4609,2.0267,,
4610,2.0174,,
4611,2.0639,,
4612,2.0374,,
4613,2.066,,
4614,2.0086,,
4615,1.9773,,
4616,1.9696,,
4617,2.09,,
4618,2.1129,,
4619,2.0272,,
4620,2.0622,,
4621,2.1061,,
4622,1.9559,,
4623,1.9646,,
4624,2.0061,,
4625,1.8742,,
4626,2.0005,,
4627,2.0507,,
4628,1.8676,,
4629,2.0801,,
4630,1.9688,,
4631,2.0663,,
4632,1.9904,,
4633,2.0088,,
4634,2.0428,,
4635,2.151,,
4636,2.2396,,
4637,2.0089,,
4638,2.0617,,
4639,1.972,,
4640,2.0223,,
4641,2.0118,,
4642,1.9617,,
4643,1.9422,,
4644,1.9205,,
4645,1.9577,,
4646,1.9963,,
4647,1.9756,,
4648,1.9374,,
4649,1.9539,,
4650,2.0273,,
4651,2.0754,,
4652,2.0093,,
4653,1.9816,,
4654,2.144,,
4655,2.0721,,
4656,1.9543,,
4657,2.0446,,
4658,2.0878,,
4659,2.0071,,
4660,2.0494,,
4661,1.9373,,
4662,1.9892,,
4663,2.1178,,
4664,1.9755,,
4665,1.9422,,
4666,1.9178,,
4667,1.949,,
4668,1.9698,,
4669,2.0753,,
4670,2.1914,,
4671,1.9974,,
4672,1.9762,,
4673,2.0319,,
4674,2.0058,,
4675,2.1439,,
4676,2.0309,,
4677,1.9995,,
4678,2.1013,,
4679,2.0119,,
4680,1.9525,,
4681,2.1131,,
4682,2.0318,,
4683,2.0464,,
4684,1.9673,,
4685,1.9145,,
4686,1.9698,,
4687,2.0095,,
4688,1.9264,,
4689,1.8158,,
4690,1.9602,,
4691,2.0662,,
4692,1.9828,,
4693,2.0609,,
4694,1.9871,,
4695,2.0154,,
4696,2.0154,,
4697,2.0851,,
4698,2.0433,,
4699,2.0051,,
4700,2.0636,,
4701,2.0625,,
4702,2.085,,
4703,2.1225,,
4704,2.0112,,
4705,2.0313,,
4706,1.883,,
4707,1.8913,,
4708,2.0045,,
4709,1.9231,,
4710,1.8951,,
4711,2.0002,,
4712,2.0622,,
4713,1.996,,
4714,2.0321,,
4715,2.0003,,
4716,2.1171,,
4717,2.0389,,
4718,2.0375,,
4719,2.0282,,
4720,2.0558,,
4721,2.0609,,
4722,2.0444,,
4723,2.1187,,
4724,2.0388,,
4725,1.9308,,
4726,1.8869,,
4727,1.8864,,
4728,1.9959,,
4729,1.937,,
4730,1.851,,
4731,1.9239,,
4732,2.0398,,
4733,2.1034,,
4734,2.0633,,
4735,1.9475,,
4736,2.0382,,
4737,2.0041,,
4738,1.9966,,
4739,1.9697,,
4740,1.9729,,
4741,1.9572,,
4742,1.9832,,
4743,1.9813,,
4744,2.0162,,
4745,1.9126,,
4746,1.9351,,
4747,1.9052,,
4748,1.9165,,
4749,1.9868,,
4750,1.9151,,
4751,1.8368,,
4752,2.0737,,
4753,2.0384,,
4754,2.0172,,
4755,2.0735,,
4756,1.9193,,
4757,2.0257,,
4758,2.0389,,
4759,2.0017,,
4760,2.0451,,
4761,2.0091,,
4762,1.956,,
4763,2.0639,,
4764,2.1731,,
4765,2.0241,,
4766,2.0366,,
4767,1.9913,,
4768,1.9683,,
4769,1.9151,,
4770,1.9447,,
4771,1.9673,,
4772,1.9804,,
4773,2.067,,
4774,1.9814,,
4775,2.0559,,
4776,2.0623,,
4777,1.9746,,
4778,1.9869,,
4779,2.0576,,
4780,2.0832,,
4781,2.0827,,
4782,1.9961,,
4783,2.0383,,
4784,1.9731,,
4785,1.9675,,
4786,1.9917,,
4787,2.0123,,
4788,1.887,,
4789,1.9696,,
4790,1.941,,
4791,1.9488,,
4792,1.857,,
4793,2.0882,,
4794,1.9748,,
4795,1.9386,,
4796,2.0367,,
4797,1.9553,,
4798,2.0075,,
4799,2.1369,,
4800,2.0311,,
4801,1.9884,,
4802,1.9946,,
4803,2.0104,,
4804,2.1014,,
4805,1.9973,,
4806,1.9383,,
4807,2.0064,,
4808,2.1243,,
4809,1.9512,,
4810,2.0041,,
4811,1.9195,,
4812,1.8843,,
4813,1.8795,,
4814,1.9388,,
4815,2.0429,,
4816,2.0282,,
4817,1.9782,,
4818,2.1263,,
4819,1.9383,,
4820,2.0536,,
4821,2.1143,,
4822,1.9443,,
4823,1.9873,,
4824,2.0485,,
4825,1.9644,,
4826,2.0278,,
4827,2.0475,,
4828,1.9229,,
4829,1.9139,,
4830,1.9172,,
4831,2.0254,,
4832,1.9648,,
4833,1.9737,,
4834,1.8609,,
4835,2.0796,,
4836,2.1187,,
4837,1.9683,,
4838,2.0077,,
4839,2.0662,,
4840,2.057,,
4841,1.9896,,
4842,2.0262,,
4843,1.9904,,
4844,1.9771,,
4845,2.2313,,
4846,1.9749,,
4847,2.0597,,
4848,1.9679,,
4849,1.9263,,
4850,2.055,,
4851,1.9011,,
4852,1.9701,,
4853,2.027,,
4854,2.1869,,
4855,2.2196,,
4856,2.1315,,
4857,2.1015,,
4858,2.1003,,
4859,1.9978,,
4860,2.0026,,
4861,2.12,,
4862,2.1835,,
4863,2.1344,,
4864,2.0527,,
4865,2.094,,
4866,2.1143,,
4867,2.0973,,
4868,2.0102,,
4869,2.1495,,
4870,1.9699,,
4871,1.8971,,
4872,1.93,,
4873,2.0334,,
4874,1.9553,,
4875,1.9717,,
4876,2.0882,,
4877,1.9769,,
4878,2.126,,
4879,2.0229,,
4880,1.9936,,
4881,2.1838,,
4882,2.0495,,
4883,2.074,,
4884,2.1146,,
4885,1.9527,,
4886,2.0071,,
4887,1.9128,,
4888,2.0245,,
4889,2.0035,,
4890,1.885,,
4891,1.921,,
4892,1.8687,,
4893,1.9354,,
4894,1.9376,,
4895,1.9749,,
4896,1.9712,,
4897,1.959,,
4898,2.0105,,
4899,2.0003,,
4900,1.9816,,
4901,1.9807,,
4902,2.0626,,
4903,1.9679,,
4904,2.0299,,
4905,2.1054,,
4906,2.1104,,
4907,2.113,,
4908,1.9826,,
4909,2.0544,,
4910,1.9826,,
4911,1.9771,,
4912,1.9204,,
4913,2.0061,,
4914,1.9587,,
4915,1.9047,,
4916,1.8783,,
4917,1.9081,,
4918,2.0111,,
4919,2.0817,,
4920,2.1002,,
4921,1.9375,,
4922,2.0207,,
4923,2.0922,,
4924,2.0449,,
4925,1.9644,,
4926,2.1183,,
4927,2.0244,,
4928,2.0585,,
4929,2.0962,,
4930,2.0095,,
4931,2.0383,,
4932,2.0012,,
4933,1.9583,,
4934,1.9047,,
4935,1.9583,,
4936,1.948,,
4937,1.8796,,
4938,1.9276,,
4939,2.0747,,
4940,2.0158,,
4941,2.0068,,
4942,2.0476,,
4943,1.9907,,
4944,2.1091,,
4945,2.0091,,
4946,1.9798,,
4947,2.024,,
4948,2.0004,,
4949,2.1411,,
4950,2.1262,,
4951,2.1639,,
4952,2.0161,,
4953,2.0361,,
4954,1.919,,
4955,1.9498,,
4956,1.9755,,
4957,2.0229,,
4958,1.9616,,
4959,1.8494,,
4960,2.0758,,
4961,1.9882,,
4962,2.0873,,
4963,2.1338,,
4964,2.0784,,
4965,2.0084,,
4966,1.9696,,
4967,2.0405,,
4968,2.0319,,
4969,2.046,,
4970,2.0192,,
4971,2.0181,,
4972,2.0473,,
4973,2.0469,,
4974,2.0126,,
4975,1.9521,,
4976,1.9199,,
4977,1.8891,,
4978,2.038,,
4979,1.9548,,
4980,1.8107,,
4981,2.1096,,
4982,2.0144,,
4983,2.0011,,
4984,2.0546,,
4985,2.1697,,
4986,2.2263,,
4987,1.9669,,
4988,2.0226,,
4989,2.0344,,
4990,1.9557,,
4991,2.0208,,
4992,2.1556,,
4993,2.0634,,
4994,2.0539,,
4995,1.983,,
4996,1.9341,,
4997,2.1056,,
4998,1.9451,,
4999,2.1288,,
5000,1.9522,,
5001,2.1379,,
5002,1.9374,,
5003,2.0808,,
5004,2.1109,,
5005,1.9555,,
5006,2.0217,,
5007,2.0413,,
5008,2.1113,,
5009,1.9913,,
5010,2.0181,,
5011,1.9145,,
5012,1.9454,,
5013,1.9587,,
5014,1.9409,,
5015,1.8914,,
5016,1.9535,,
5017,2.0443,,
5018,1.9603,,
5019,2.0782,,
5020,2.0762,,
5021,2.0941,,
5022,2.0651,,
5023,2.0728,,
5024,1.991,,
5025,2.0201,,
5026,1.9929,,
5027,2.0184,,
5028,1.9525,,
5029,2.041,,
5030,2.0174,,
5031,1.9018,,
5032,1.8919,,
5033,1.9084,,
5034,1.9142,,
5035,1.9272,,
5036,1.9567,,
5037,1.9084,,
5038,1.9993,,
5039,2.0935,,
5040,1.9943,,
5041,2.0724,,
5042,2.0637,,
5043,2.0303,,
5044,1.9928,,
5045,2.0142,,
5046,1.9266,,
5047,1.9573,,
5048,2.2164,,
5049,2.0651,,
5050,2.0482,,
5051,2.0596,,
5052,1.9866,,
5053,1.9901,,
5054,1.97,,
5055,1.9235,,
5056,2.0695,,
5057,1.9556,,
5058,1.8852,,
5059,1.9969,,
5060,2.0547,,
5061,1.9973,,
5062,2.0811,,
5063,2.0291,,
5064,1.9763,,
5065,2.0635,,
5066,2.0536,,
5067,1.9998,,
5068,2.0534,,
5069,1.9926,,
5070,2.2245,,
5071,2.0574,,
5072,2.0627,,
5073,2.0052,,
5074,1.9882,,
5075,1.9479,,
5076,1.9312,,
5077,2.0212,,
5078,2.0318,,
5079,1.8203,,
5080,1.9544,,
5081,2.0646,,
5082,2.0389,,
5083,1.974,,
5084,2.0505,,
5085,1.9795,,
5086,2.1082,,
5087,2.084,,
5088,2.0102,,
5089,1.9139,,
5090,2.0454,,
5091,2.1808,,
5092,2.0471,,
5093,2.0398,,
5094,1.9937,,
5095,1.9553,,
5096,1.9331,,
5097,2.0018,,
5098,1.9664,,
5099,2.0786,,
5100,2.0588,,
5101,1.9025,,
5102,2.156,,
5103,2.0192,,
5104,1.9837,,
5105,1.961,,
5106,2.1237,,
5107,1.955,,
5108,2.034,,
5109,1.9522,,
5110,2.0732,,
5111,2.0448,,
5112,1.9932,,
5113,2.0681,,
5114,2.1217,,
5115,1.9274,,
5116,1.9408,,
5117,2.0691,,
5118,1.9802,,
5119,1.9449,,
5120,2.0403,,
5121,1.9901,,
5122,1.9703,,
5123,2.0356,,
5124,2.0226,,
5125,1.975,,
5126,2.0106,,
5127,2.0157,,
5128,2.0591,,
5129,1.9957,,
5130,2.0051,,
5131,1.9991,,
5132,2.0375,,
5133,2.0047,,
5134,2.0593,,
5135,2.0231,,
5136,1.9262,,
5137,1.9648,,
5138,1.9346,,
5139,1.9285,,
5140,1.9793,,
5141,2.0662,,
5142,2.0997,,
5143,1.9297,,
5144,2.1692,,
5145,2.015,,
5146,2.0798,,
5147,1.9947,,
5148,2.0364,,
5149,2.0473,,
5150,2.0854,,
5151,2.0399,,
5152,2.0084,,
5153,2.1305,,
5154,2.0353,,
5155,1.9357,,
5156,2.0261,,
5157,1.9551,,
5158,1.9945,,
5159,1.9947,,
5160,2.0049,,
5161,1.9346,,
5162,2.0242,,
5163,2.0831,,
5164,1.9063,,
5165,2.0311,,
5166,1.9564,,
5167,1.9576,,
5168,2.0776,,
5169,2.0059,,
5170,2.1791,,
5171,2.0537,,
5172,1.9764,,
5173,1.9975,,
5174,1.9494,,
5175,2.0142,,
5176,2.0929,,
5177,2.096,,
5178,2.126,,
5179,1.978,,
5180,1.8791,,
5181,2.0282,,
5182,2.0048,,
5183,2.0991,,
5184,2.0424,,
5185,1.8424,,
5186,2.02,,
5187,1.9649,,
5188,2.0188,,
5189,1.9721,,
5190,1.9914,,
5191,1.9702,,
5192,1.9833,,
5193,2.0377,,
5194,1.9872,,
5195,1.9562,,
5196,2.0207,,
5197,2.0782,,
5198,2.0075,,
5199,2.0585,,
5200,1.9978,,
5201,1.9121,,
5202,1.9147,,
5203,1.8947,,
5204,1.9748,,
5205,1.9499,,
5206,1.9656,,
5207,1.9455,,
5208,1.9843,,
5209,2.0594,,
5210,2.0113,,
5211,2.0169,,
5212,1.9752,,
5213,1.976,,
5214,2.0412,,
5215,2.0511,,
5216,2.0049,,
5217,2.1519,,
5218,2.0054,,
5219,2.0645,,
5220,2.1283,,
5221,2.1057,,
5222,1.9384,,
5223,1.9013,,
5224,2.0316,,
5225,1.9145,,
5226,1.9441,,
5227,2.0135,,
5228,2.0152,,
5229,2.0071,,
5230,1.9864,,
5231,2.0165,,
5232,2.0787,,
5233,2.1756,,
5234,2.0091,,
5235,1.9667,,
5236,2.1225,,
5237,2.0005,,
5238,2.0868,,
5239,2.0574,,
5240,2.0119,,
5241,2.0446,,
5242,2.027,,
5243,2.0062,,
5244,1.931,,
5245,1.9583,,
5246,1.9895,,
5247,2.0487,,
5248,1.9958,,
5249,1.8226,,
5250,2.0798,,
5251,1.9969,,
5252,2.0437,,
5253,2.0491,,
5254,2.0491,,
5255,2.0337,,
5256,2.1027,,
5257,2.0166,,
5258,2.0354,,
5259,2.0629,,
5260,2.0358,,
5261,1.9729,,
5262,1.9769,,
5263,2.0976,,
5264,2.0167,,
5265,2.0514,,
5266,1.9167,,
5267,1.8986,,
5268,2.0075,,
5269,1.9519,,
5270,1.8609,,
5271,2.0297,,
5272,2.0969,,
5273,2.0391,,
5274,2.0846,,
5275,1.9347,,
5276,2.092,,
5277,2.1118,,
5278,2.0139,,
5279,1.9456,,
5280,2.074,,
5281,2.1515,,
5282,1.9874,,
5283,2.072,,
5284,2.0616,,
5285,2.1082,,
5286,1.9345,,
5287,2.0803,,
5288,1.9758,,
5289,1.9663,,
5290,1.9455,,
5291,1.9241,,
5292,1.8937,,
5293,1.9944,,
5294,2.0316,,
5295,1.9869,,
5296,2.0398,,
5297,2.0936,,
5298,2.1276,,
5299,2.1023,,
5300,2.076,,
5301,1.971,,
5302,2.0137,,
5303,2.0765,,
5304,2.1393,,
