Repetition rate,Coppelia_simTime[s]
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2.07
9,2.07
9,2.07
9,2.07
9,2.07
9,2.07
9,2.07
9,2.07
9,2.07
18,9999
18,9999
18,9999
18,9999
18,9999
18,9999
18,9999
18,9999
18,9999
27,2.08
27,2.08
27,2.08
27,2.08
27,2.08
27,2.08
27,2.08
27,2.08
27,2.08
36,2.08
36,2.08
36,2.08
36,2.08
36,2.08
36,2.08
36,2.08
36,2.08
36,2.08
45,2.08
45,2.08
45,2.08
45,2.08
45,2.08
45,2.08
45,2.08
45,2.08
45,2.08
54,2.08
54,2.08
54,2.08
54,2.08
54,2.08
54,2.08
54,2.08
54,2.08
54,2.08
63,2.07
63,2.07
63,2.07
63,2.07
63,2.07
63,2.07
63,2.07
63,2.07
63,2.07
72,2.07
72,2.07
72,2.07
72,2.07
72,2.07
72,2.07
72,2.07
72,2.07
72,2.07
81,2.06
81,2.06
81,2.06
81,2.06
81,2.06
81,2.06
81,2.06
81,2.06
81,2.06
90,9999
90,9999
90,9999
90,9999
90,9999
90,9999
90,9999
90,9999
90,9999
99,2.09
99,2.09
99,2.09
99,2.09
99,2.09
99,2.09
99,2.09
99,2.09
99,2.09
108,2.06
108,2.06
108,2.06
108,2.06
108,2.06
108,2.06
108,2.06
108,2.06
108,2.06
117,2.06
117,2.06
117,2.06
117,2.06
117,2.06
117,2.06
117,2.06
117,2.06
117,2.06
126,2.07
126,2.07
126,2.07
126,2.07
126,2.07
126,2.07
126,2.07
126,2.07
126,2.07
135,2.0601
135,2.0601
135,2.0601
135,2.0601
135,2.0601
135,2.0601
135,2.0601
135,2.0601
135,2.0601
144,2.07
144,2.07
144,2.07
144,2.07
144,2.07
144,2.07
144,2.07
144,2.07
144,2.07
153,9999
153,9999
153,9999
153,9999
153,9999
153,9999
153,9999
153,9999
153,9999
162,2.0699
162,2.0699
162,2.0699
162,2.0699
162,2.0699
162,2.0699
162,2.0699
162,2.0699
162,2.0699
171,2.0701
171,2.0701
171,2.0701
171,2.0701
171,2.0701
171,2.0701
171,2.0701
171,2.0701
171,2.0701
180,2.07
180,2.07
180,2.07
180,2.07
180,2.07
180,2.07
180,2.07
180,2.07
180,2.07
189,2.08
189,2.08
189,2.08
189,2.08
189,2.08
189,2.08
189,2.08
189,2.08
189,2.08
198,2.0699
198,2.0699
198,2.0699
198,2.0699
198,2.0699
198,2.0699
198,2.0699
198,2.0699
198,2.0699
