Repetition rate,Coppelia_simTime[s]
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10,9999
10,9999
10,9999
10,9999
10,9999
10,9999
10,9999
10,9999
10,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
19,9999
28,9999
28,9999
28,9999
28,9999
28,9999
28,9999
28,9999
28,9999
28,9999
37,2.06
37,2.06
37,2.06
37,2.06
37,2.06
37,2.06
37,2.06
37,2.06
37,2.06
46,2.06
46,2.06
46,2.06
46,2.06
46,2.06
46,2.06
46,2.06
46,2.06
46,2.06
55,2.06
55,2.06
55,2.06
55,2.06
55,2.06
55,2.06
55,2.06
55,2.06
55,2.06
64,2.06
64,2.06
64,2.06
64,2.06
64,2.06
64,2.06
64,2.06
64,2.06
64,2.06
73,2.06
73,2.06
73,2.06
73,2.06
73,2.06
73,2.06
73,2.06
73,2.06
73,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
82,2.06
91,2.06
91,2.06
91,2.06
91,2.06
91,2.06
91,2.06
91,2.06
91,2.06
91,2.06
100,2.06
100,2.06
100,2.06
100,2.06
100,2.06
100,2.06
100,2.06
100,2.06
100,2.06
109,2.06
109,2.06
109,2.06
109,2.06
109,2.06
109,2.06
109,2.06
109,2.06
109,2.06
118,2.0601
118,2.0601
118,2.0601
118,2.0601
118,2.0601
118,2.0601
118,2.0601
118,2.0601
118,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
127,2.0601
136,2.06
136,2.06
136,2.06
136,2.06
136,2.06
136,2.06
136,2.06
136,2.06
136,2.06
145,2.0599
145,2.0599
145,2.0599
145,2.0599
145,2.0599
145,2.0599
145,2.0599
145,2.0599
145,2.0599
154,2.06
154,2.06
154,2.06
154,2.06
154,2.06
154,2.06
154,2.06
154,2.06
154,2.06
163,2.06
163,2.06
163,2.06
163,2.06
163,2.06
163,2.06
163,2.06
163,2.06
163,2.06
172,2.0601
172,2.0601
172,2.0601
172,2.0601
172,2.0601
172,2.0601
172,2.0601
172,2.0601
172,2.0601
181,2.0601
181,2.0601
181,2.0601
