Repetition rate,Coppelia_simTime[s],,
239,0.25,,
240,0.24976,,
241,0.30005,,
242,0.24976,,
243,0.25024,,
244,0.30005,,
245,0.24976,,
246,0.30005,,
247,0.40015,,
248,0.30005,,
249,0.2998,,
250,0.34985,,
251,0.19971,,
252,0.25,,
253,0.1499,,
254,0.30005,,
255,0.25024,,
256,0.30005,,
257,0.19995,,
258,0.25024,,
259,0.1499,,
260,0.30005,,
261,0.24976,,
262,0.25,,
263,0.24976,,
264,0.24976,,
265,0.24976,,
266,0.25,,
267,0.24976,,
268,0.19995,,
269,0.19995,,
270,0.25,,
271,0.2002,,
272,0.25,,
273,0.25,,
274,0.19995,,
275,0.2002,,
276,0.25,,
277,0.24976,,
278,0.24976,,
279,0.25,,
280,0.2998,,
281,0.2002,,
282,0.3501,,
283,0.25,,
284,0.25024,,
285,0.25024,,
286,0.2998,,
287,0.2998,,
288,0.25024,,
289,0.25,,
290,0.30005,,
291,0.30005,,
292,0.25,,
293,0.24976,,
294,0.35034,,
295,0.19995,,
296,0.19995,,
297,0.2998,,
298,0.24976,,
299,0.30005,,
300,0.30005,,
301,0.25,,
302,0.25,,
303,0.30005,,
304,0.25,,
305,0.30005,,
306,0.2002,,
307,0.25,,
308,0.19995,,
309,0.30005,,
310,0.19995,,
311,0.25,,
312,0.30005,,
313,0.2002,,
314,0.30005,,
315,0.30005,,
316,0.24976,,
317,0.24976,,
318,0.2002,,
319,0.25024,,
320,0.30005,,
321,0.30005,,
322,0.24976,,
323,0.30005,,
324,0.30005,,
325,0.3501,,
326,0.24976,,
327,0.25,,
328,0.24976,,
329,0.25,,
330,0.14966,,
331,0.24976,,
332,0.25,,
333,0.25,,
334,0.24976,,
335,0.19995,,
336,0.30005,,
337,0.25024,,
338,0.19995,,
339,0.19995,,
340,0.30005,,
341,0.25024,,
342,0.2998,,
343,0.30005,,
344,0.24976,,
345,0.24976,,
346,0.25,,
347,0.25,,
348,0.30005,,
349,0.24976,,
350,0.24976,,
351,0.25,,
352,0.3501,,
353,0.25,,
354,0.30029,,
355,0.19971,,
356,0.19971,,
357,0.25,,
358,0.25,,
359,0.2002,,
360,0.30029,,
361,0.30029,,
362,0.25,,
363,0.25049,,
364,0.30029,,
365,0.2998,,
366,0.25,,
367,0.25,,
368,0.30029,,
369,0.25049,,
370,0.2002,,
371,0.25,,
372,0.30029,,
373,0.15039,,
374,0.24951,,
375,0.25,,
376,0.25,,
377,0.24951,,
378,0.3501,,
379,0.24951,,
380,0.2002,,
381,0.30029,,
382,0.1499,,
383,0.2002,,
384,0.25,,
385,0.25049,,
386,0.25,,
387,0.19971,,
388,0.24951,,
389,0.30029,,
390,0.2002,,
391,0.25,,
392,0.24951,,
393,0.24951,,
394,0.2002,,
395,0.25049,,
396,0.2998,,
397,0.3501,,
398,0.2998,,
399,0.2998,,
400,0.30029,,
401,0.25,,
402,0.25,,
403,0.30029,,
404,0.24951,,
405,0.2998,,
406,0.25,,
407,0.30029,,
408,0.25,,
409,0.24951,,
410,0.34961,,
411,0.25,,
412,0.24951,,
413,0.19971,,
414,0.24951,,
415,0.25,,
416,0.2998,,
417,0.25,,
418,0.2998,,
419,0.25,,
420,0.34961,,
421,0.2002,,
422,0.34961,,
423,0.2002,,
424,0.2002,,
425,0.3501,,
426,0.25,,
427,0.30029,,
428,0.1499,,
429,0.25049,,
430,0.30029,,
431,0.2998,,
432,0.25049,,
433,0.25049,,
434,0.30029,,
435,0.2998,,
436,0.1499,,
437,0.25,,
438,0.25,,
439,0.25049,,
440,0.25,,
441,0.25,,
442,0.2998,,
443,0.25,,
444,0.25,,
445,0.2998,,
446,0.2998,,
447,0.2002,,
448,0.25,,
449,0.25049,,
450,0.30029,,
451,0.25,,
452,0.25,,
453,0.19971,,
454,0.25049,,
455,0.1499,,
456,0.3501,,
457,0.2998,,
458,0.25049,,
459,0.30029,,
460,0.25049,,
461,0.30029,,
462,0.30029,,
463,0.25,,
464,0.2002,,
465,0.25049,,
466,0.25,,
467,0.25,,
468,0.25,,
469,0.19971,,
470,0.24951,,
471,0.25049,,
472,0.30029,,
473,0.25,,
474,0.2998,,
475,0.2002,,
476,0.25,,
477,0.2998,,
478,0.3501,,
479,0.25,,
480,0.24951,,
481,0.35059,,
482,0.24951,,
483,0.25,,
484,0.25,,
485,0.25,,
486,0.2998,,
487,0.2998,,
488,0.25049,,
489,0.25,,
490,0.2998,,
491,0.25049,,
492,0.34961,,
493,0.25,,
494,0.2998,,
495,0.25,,
496,0.24951,,
497,0.24951,,
498,0.30029,,
499,0.25,,
500,0.2998,,
501,0.24951,,
502,0.30029,,
503,0.24951,,
504,0.25,,
505,0.25,,
506,0.2002,,
507,0.2998,,
508,0.24951,,
509,0.25,,
510,0.25,,
511,0.2002,,
512,0.25,,
513,0.2002,,
514,0.30029,,
515,0.2998,,
516,0.30029,,
517,0.25,,
518,0.30029,,
519,0.2002,,
520,0.2998,,
521,0.25049,,
522,0.2998,,
523,0.3999,,
524,0.25,,
525,0.2002,,
526,0.19971,,
527,0.30029,,
528,0.25,,
529,0.25,,
530,0.2998,,
531,0.30029,,
532,0.34961,,
533,0.25,,
534,0.30029,,
535,0.2998,,
536,0.2998,,
537,0.25,,
538,0.25,,
539,0.25,,
540,0.24951,,
541,0.25,,
542,0.25,,
543,0.25049,,
544,0.30029,,
545,0.2998,,
546,0.2002,,
547,0.1499,,
548,0.25,,
549,0.24951,,
550,0.2998,,
551,0.25,,
552,0.25049,,
553,0.3501,,
554,0.25,,
555,0.25,,
556,0.25,,
557,0.2998,,
558,0.25,,
559,0.25049,,
560,0.25,,
561,0.25,,
562,0.25049,,
563,0.24951,,
564,0.25,,
565,0.2998,,
566,0.30029,,
567,0.25049,,
568,0.34961,,
569,0.25,,
570,0.25,,
571,0.1499,,
572,0.2998,,
573,0.19971,,
574,0.25,,
575,0.25,,
576,0.2002,,
577,0.25049,,
578,0.30029,,
579,0.19971,,
580,0.24951,,
581,0.25,,
582,0.30029,,
583,0.25,,
584,0.25,,
585,0.24951,,
586,0.2002,,
587,0.2002,,
588,0.25049,,
589,0.24951,,
590,0.25049,,
591,0.25049,,
592,0.25,,
593,0.25,,
594,0.25,,
595,0.29932,,
596,0.25,,
597,0.19971,,
598,0.24951,,
599,0.2002,,
600,0.25,,
601,0.25,,
602,0.25049,,
603,0.34961,,
604,0.40039,,
605,0.2998,,
606,0.25,,
607,0.30029,,
608,0.2998,,
609,0.2998,,
610,0.35059,,
611,0.1499,,
612,0.30029,,
613,0.25049,,
614,0.25,,
615,0.2998,,
616,0.2998,,
617,0.2002,,
618,0.24951,,
619,0.2998,,
620,0.1499,,
621,0.24951,,
622,0.34961,,
623,0.30029,,
624,0.25,,
625,0.25,,
626,0.2002,,
627,0.30029,,
628,0.2998,,
629,0.24951,,
630,0.2998,,
631,0.25,,
632,0.19971,,
633,0.25049,,
634,0.19971,,
635,0.30029,,
636,0.24951,,
637,0.25,,
638,0.25049,,
639,0.25,,
640,0.25,,
641,0.2998,,
642,0.25,,
643,0.24951,,
644,0.25,,
645,0.25,,
646,0.2002,,
647,0.2002,,
648,0.25049,,
649,0.25049,,
650,0.3501,,
651,0.3999,,
652,0.25,,
653,0.30029,,
654,0.2998,,
655,0.2998,,
656,0.30029,,
657,0.19971,,
658,0.2002,,
659,0.2002,,
660,0.25049,,
661,0.2002,,
662,0.2002,,
663,0.2002,,
664,0.25,,
665,0.2002,,
666,0.19971,,
667,0.19971,,
668,0.25,,
669,0.24951,,
670,0.30029,,
671,0.25,,
672,0.30029,,
673,0.24951,,
674,0.19971,,
675,0.25,,
676,0.2998,,
677,0.3501,,
678,0.30029,,
679,0.25,,
680,0.30029,,
681,0.2998,,
682,0.19971,,
683,0.25,,
684,0.25,,
685,0.30029,,
686,0.24951,,
687,0.2998,,
688,0.2002,,
689,0.24951,,
690,0.19971,,
691,0.25,,
692,0.19971,,
693,0.19971,,
694,0.25049,,
695,0.25,,
696,0.1499,,
697,0.2998,,
698,0.25,,
699,0.2998,,
700,0.30029,,
701,0.25049,,
702,0.2002,,
703,0.2998,,
704,0.25,,
705,0.25,,
706,0.25098,,
707,0.25,,
708,0.2002,,
709,0.2998,,
710,0.2002,,
711,0.25,,
712,0.2002,,
713,0.2002,,
714,0.25,,
715,0.24902,,
716,0.25,,
717,0.15039,,
718,0.30078,,
719,0.25,,
720,0.2998,,
721,0.30078,,
722,0.2998,,
723,0.25098,,
724,0.2002,,
725,0.25,,
726,0.2002,,
727,0.2002,,
728,0.2002,,
729,0.2998,,
730,0.35059,,
731,0.2002,,
732,0.25,,
733,0.24902,,
734,0.24902,,
735,0.24902,,
736,0.14941,,
737,0.25,,
738,0.2998,,
739,0.2002,,
740,0.34961,,
741,0.15039,,
742,0.2002,,
743,0.14941,,
744,0.30078,,
745,0.25,,
746,0.25,,
747,0.25,,
748,0.25,,
749,0.30078,,
750,0.15039,,
751,0.20117,,
752,0.2998,,
753,0.2998,,
754,0.30078,,
755,0.30078,,
756,0.2998,,
757,0.14941,,
758,0.2998,,
759,0.24902,,
760,0.2998,,
761,0.19922,,
762,0.25,,
763,0.25,,
764,0.19922,,
765,0.24902,,
766,0.2998,,
767,0.30078,,
768,0.2998,,
769,0.2998,,
770,0.2002,,
771,0.25,,
772,0.2998,,
773,0.25,,
774,0.19922,,
775,0.2002,,
776,0.2998,,
777,0.2002,,
778,0.2998,,
779,0.2998,,
780,0.2002,,
781,0.19922,,
782,0.25,,
783,0.25,,
784,0.35059,,
785,0.24902,,
786,0.35059,,
787,0.25098,,
788,0.25,,
789,0.25098,,
790,0.30078,,
791,0.25,,
792,0.2002,,
793,0.40039,,
794,0.30078,,
795,0.25,,
796,0.25098,,
797,0.35059,,
798,0.24902,,
799,0.25,,
800,0.25,,
801,0.25,,
802,0.25,,
803,0.25,,
804,0.25,,
805,0.30078,,
806,0.25,,
807,0.24902,,
808,0.25,,
809,0.25,,
810,0.2002,,
811,0.2998,,
812,0.25,,
813,0.19922,,
814,0.30078,,
815,0.25,,
816,0.30078,,
817,0.25,,
818,0.25,,
819,0.25098,,
820,0.35059,,
821,0.29883,,
822,0.25,,
823,0.25,,
824,0.25,,
825,0.2998,,
826,0.2002,,
827,0.2998,,
828,0.25,,
829,0.20117,,
830,0.34961,,
831,0.25,,
832,0.2998,,
833,0.25,,
834,0.25,,
835,0.24902,,
836,0.25098,,
837,0.15039,,
838,0.2002,,
839,0.19922,,
840,0.2998,,
841,0.15039,,
842,0.2998,,
843,0.2998,,
844,0.25098,,
845,0.2998,,
846,0.30078,,
847,0.25,,
848,0.25,,
849,0.14941,,
850,0.25,,
851,0.2998,,
852,0.25,,
853,0.25,,
854,0.25,,
855,0.25,,
856,0.2998,,
857,0.30078,,
858,0.2998,,
859,0.25,,
860,0.30078,,
861,0.2998,,
862,0.25098,,
863,0.24902,,
864,0.25,,
865,0.2998,,
866,0.25098,,
867,0.2998,,
868,0.25,,
869,0.2002,,
870,0.25098,,
871,0.2998,,
872,0.25,,
873,0.19922,,
874,0.2998,,
875,0.25,,
876,0.2998,,
877,0.34961,,
878,0.19922,,
879,0.2998,,
880,0.25,,
881,0.15039,,
882,0.19922,,
883,0.25,,
884,0.25098,,
885,0.25,,
886,0.24902,,
887,0.35059,,
888,0.19922,,
889,0.25,,
890,0.25,,
891,0.25,,
892,0.25,,
893,0.20117,,
894,0.19922,,
895,0.25,,
896,0.30078,,
897,0.25,,
898,0.2998,,
899,0.15039,,
900,0.25,,
901,0.2002,,
902,0.25,,
903,0.25,,
904,0.2998,,
905,0.24902,,
906,0.35059,,
907,0.25,,
908,0.25,,
909,0.24902,,
910,0.25,,
911,0.25,,
912,0.2002,,
913,0.25,,
914,0.24902,,
915,0.2998,,
916,0.2998,,
917,0.25098,,
918,0.2998,,
919,0.2998,,
920,0.29883,,
921,0.25,,
922,0.25,,
923,0.25,,
924,0.2998,,
925,0.25,,
926,0.24902,,
927,0.2998,,
928,0.2998,,
929,0.24902,,
930,0.2998,,
931,0.25,,
932,0.35059,,
933,0.39941,,
934,0.35059,,
935,0.25,,
936,0.25,,
937,0.2998,,
938,0.2998,,
939,0.2998,,
940,0.25,,
941,0.24902,,
942,0.2998,,
943,0.2998,,
944,0.2998,,
945,0.2998,,
946,0.34863,,
947,0.2998,,
948,0.25,,
949,0.25098,,
950,0.2998,,
951,0.30078,,
952,0.2998,,
953,0.2998,,
954,0.25098,,
955,0.24902,,
956,0.2998,,
957,0.40039,,
958,0.25,,
959,0.30078,,
960,0.2998,,
961,0.30078,,
962,0.30078,,
963,0.25,,
964,0.25,,
965,0.2998,,
966,0.2998,,
967,0.2998,,
968,0.2998,,
969,0.2998,,
970,0.25,,
971,0.25,,
972,0.2998,,
973,0.25,,
974,0.25,,
975,0.2998,,
976,0.2998,,
977,0.25098,,
978,0.2998,,
979,0.2998,,
980,0.14941,,
981,0.2998,,
982,0.25,,
983,0.29883,,
984,0.2998,,
985,0.24902,,
986,0.2998,,
987,0.2998,,
988,0.2998,,
989,0.2998,,
990,0.2998,,
991,0.2998,,
992,0.25098,,
993,0.25,,
994,0.25098,,
995,0.35059,,
996,0.25,,
997,0.19922,,
998,0.2998,,
999,0.2998,,
1000,0.25,,
1001,0.2002,,
1002,0.2998,,
1003,0.2998,,
1004,0.2998,,
1005,0.30078,,
1006,0.2998,,
1007,0.2998,,
1008,0.24902,,
1009,0.19922,,
1010,0.30078,,
1011,0.25,,
1012,0.30078,,
1013,0.25098,,
1014,0.30078,,
1015,0.35059,,
1016,0.2998,,
1017,0.35059,,
1018,0.2998,,
1019,0.2998,,
1020,0.2998,,
1021,0.25,,
1022,0.2998,,
1023,0.25,,
1024,0.25,,
1025,0.2998,,
1026,0.25,,
1027,0.2998,,
1028,0.25,,
1029,0.25,,
1030,0.2998,,
1031,0.25,,
1032,0.35059,,
1033,0.24902,,
1034,0.2998,,
1035,0.2998,,
1036,0.25,,
1037,0.25,,
1038,0.25,,
1039,0.25,,
1040,0.2998,,
1041,0.34863,,
1042,0.2998,,
1043,0.2998,,
1044,0.30078,,
1045,0.25098,,
1046,0.2998,,
1047,0.25,,
1048,0.35059,,
1049,0.2998,,
1050,0.19922,,
1051,0.24902,,
1052,0.2998,,
1053,0.2998,,
1054,0.25,,
1055,0.25,,
1056,0.25,,
1057,0.2998,,
1058,0.25,,
1059,0.30078,,
1060,0.30078,,
1061,0.2998,,
1062,0.25,,
1063,0.35059,,
1064,0.2998,,
1065,0.40039,,
1066,0.25,,
1067,0.2002,,
1068,0.25,,
1069,0.30078,,
1070,0.25,,
1071,0.25098,,
1072,0.30078,,
1073,0.2998,,
1074,0.2998,,
1075,0.19922,,
1076,0.2998,,
1077,0.2998,,
1078,0.2998,,
1079,0.2998,,
1080,0.2998,,
1081,0.19922,,
1082,0.30078,,
1083,0.25,,
1084,0.30078,,
1085,0.25,,
1086,0.35059,,
1087,0.30078,,
1088,0.2998,,
1089,0.29883,,
1090,0.30078,,
1091,0.25,,
1092,0.25,,
1093,0.2998,,
1094,0.25,,
1095,0.25,,
1096,0.30078,,
1097,0.25,,
1098,0.2998,,
1099,0.25,,
1100,0.2998,,
1101,0.2998,,
1102,0.19922,,
1103,0.2998,,
1104,0.25098,,
1105,0.30078,,
1106,0.2998,,
1107,0.30078,,
1108,0.34961,,
1109,0.2998,,
1110,0.2998,,
1111,0.30078,,
1112,0.2998,,
1113,0.2998,,
1114,0.25,,
1115,0.30078,,
1116,0.25098,,
1117,0.25098,,
1118,0.2002,,
1119,0.2998,,
1120,0.30078,,
1121,0.2998,,
1122,0.2002,,
1123,0.2998,,
1124,0.25,,
1125,0.2998,,
1126,0.25,,
1127,0.25,,
1128,0.25,,
1129,0.20117,,
1130,0.2998,,
1131,0.24902,,
1132,0.25,,
1133,0.2998,,
1134,0.25098,,
1135,0.34961,,
1136,0.25,,
1137,0.35059,,
1138,0.25,,
1139,0.35059,,
1140,0.2998,,
1141,0.25,,
1142,0.2998,,
1143,0.30078,,
1144,0.24902,,
1145,0.25,,
1146,0.19922,,
1147,0.2998,,
1148,0.2998,,
1149,0.35059,,
1150,0.25,,
1151,0.2998,,
1152,0.2998,,
1153,0.34961,,
1154,0.2998,,
1155,0.2998,,
1156,0.2998,,
1157,0.2998,,
1158,0.2998,,
1159,0.2998,,
1160,0.2998,,
1161,0.25,,
1162,0.30078,,
1163,0.2998,,
1164,0.35059,,
1165,0.34863,,
1166,0.2998,,
1167,0.2998,,
1168,0.25,,
1169,0.25,,
1170,0.25,,
1171,0.2998,,
1172,0.2998,,
1173,0.2998,,
1174,0.35059,,
1175,0.2998,,
1176,0.2998,,
1177,0.2998,,
1178,0.24902,,
1179,0.30078,,
1180,0.2998,,
1181,0.35059,,
1182,0.2998,,
1183,0.35059,,
1184,0.20117,,
1185,0.19922,,
1186,0.25,,
1187,0.25,,
1188,0.2998,,
1189,0.39941,,
1190,0.25,,
1191,0.2998,,
1192,0.2998,,
1193,0.2998,,
1194,0.35059,,
1195,0.25,,
1196,0.25,,
1197,0.20117,,
1198,0.25,,
1199,0.2998,,
1200,0.25098,,
1201,0.2998,,
1202,0.2998,,
1203,0.25,,
1204,0.2998,,
1205,0.2998,,
1206,0.2998,,
1207,0.30078,,
1208,0.2998,,
1209,0.2998,,
1210,0.2998,,
1211,0.35059,,
1212,0.2998,,
1213,0.25,,
1214,0.24902,,
1215,0.2998,,
1216,0.25,,
1217,0.2998,,
1218,0.2998,,
1219,0.2998,,
1220,0.35059,,
1221,0.2998,,
1222,0.30078,,
1223,0.2998,,
1224,0.2998,,
1225,0.2998,,
1226,0.2998,,
1227,0.2998,,
1228,0.25,,
1229,0.2998,,
1230,0.2998,,
1231,0.25,,
1232,0.15039,,
1233,0.19922,,
1234,0.25,,
1235,0.2998,,
1236,0.35059,,
1237,0.2998,,
1238,0.2998,,
1239,0.2998,,
1240,0.2998,,
1241,0.34961,,
1242,0.2998,,
1243,0.2998,,
1244,0.2998,,
1245,0.25,,
1246,0.2998,,
1247,0.30078,,
1248,0.30078,,
1249,0.19922,,
1250,0.2998,,
1251,0.2998,,
1252,0.30078,,
1253,0.2998,,
1254,0.2998,,
1255,0.34961,,
1256,0.2998,,
1257,0.35059,,
1258,0.24902,,
1259,0.25,,
1260,0.2998,,
1261,0.30078,,
1262,0.25,,
1263,0.29883,,
1264,0.2998,,
1265,0.2998,,
1266,0.2998,,
1267,0.2998,,
1268,0.2998,,
1269,0.30078,,
1270,0.25,,
1271,0.30078,,
1272,0.25,,
1273,0.30078,,
1274,0.29883,,
1275,0.2998,,
1276,0.2002,,
1277,0.30078,,
1278,0.25,,
1279,0.24902,,
1280,0.25098,,
1281,0.34961,,
1282,0.34961,,
1283,0.30078,,
1284,0.30078,,
1285,0.25,,
1286,0.2998,,
1287,0.2998,,
1288,0.25,,
1289,0.2998,,
1290,0.2998,,
1291,0.25,,
1292,0.25,,
1293,0.2998,,
1294,0.34961,,
1295,0.25,,
1296,0.25,,
1297,0.30078,,
1298,0.25,,
1299,0.2998,,
1300,0.35059,,
1301,0.25,,
1302,0.25,,
1303,0.2998,,
1304,0.2998,,
1305,0.25,,
1306,0.25098,,
1307,0.40039,,
1308,0.2998,,
1309,0.25,,
1310,0.25,,
1311,0.25,,
1312,0.30078,,
1313,0.2998,,
1314,0.24902,,
1315,0.25,,
1316,0.2998,,
1317,0.25098,,
1318,0.30078,,
1319,0.25,,
1320,0.25,,
1321,0.2998,,
1322,0.24902,,
1323,0.25,,
1324,0.25098,,
1325,0.2998,,
1326,0.25098,,
1327,0.2998,,
1328,0.2998,,
1329,0.2998,,
1330,0.2998,,
1331,0.25,,
1332,0.34961,,
1333,0.35059,,
1334,0.2998,,
1335,0.2998,,
1336,0.25098,,
1337,0.2998,,
1338,0.2998,,
1339,0.2998,,
1340,0.25,,
1341,0.30078,,
1342,0.35059,,
1343,0.2998,,
1344,0.2998,,
1345,0.2998,,
1346,0.2998,,
1347,0.2998,,
1348,0.2998,,
1349,0.34961,,
1350,0.29883,,
1351,0.30078,,
1352,0.25,,
1353,0.29883,,
1354,0.29883,,
1355,0.20117,,
1356,0.35156,,
1357,0.25,,
1358,0.20117,,
1359,0.30078,,
1360,0.25,,
1361,0.30078,,
1362,0.30078,,
1363,0.29883,,
1364,0.29883,,
1365,0.30078,,
1366,0.19922,,
1367,0.24805,,
1368,0.25,,
1369,0.25,,
1370,0.40039,,
1371,0.25,,
1372,0.29883,,
1373,0.29883,,
1374,0.29883,,
1375,0.25,,
1376,0.30078,,
1377,0.25,,
1378,0.19922,,
1379,0.29883,,
1380,0.29883,,
1381,0.30078,,
1382,0.30078,,
1383,0.30078,,
1384,0.30078,,
1385,0.25,,
1386,0.29883,,
1387,0.25,,
1388,0.30078,,
1389,0.30078,,
1390,0.29883,,
1391,0.30078,,
1392,0.25195,,
1393,0.25195,,
1394,0.19922,,
1395,0.30078,,
1396,0.29883,,
1397,0.30078,,
1398,0.29883,,
1399,0.30078,,
1400,0.30078,,
1401,0.30078,,
1402,0.29883,,
1403,0.25,,
1404,0.25195,,
1405,0.30078,,
1406,0.25,,
1407,0.29883,,
1408,0.19922,,
1409,0.30078,,
1410,0.25,,
1411,0.29883,,
1412,0.25,,
1413,0.29883,,
1414,0.29883,,
1415,0.30078,,
1416,0.30078,,
1417,0.25,,
1418,0.30078,,
1419,0.20117,,
1420,0.34961,,
1421,0.20117,,
1422,0.29883,,
1423,0.25,,
1424,0.29883,,
1425,0.25,,
1426,0.25,,
1427,0.25,,
1428,0.30078,,
1429,0.29883,,
1430,0.20117,,
1431,0.30273,,
1432,0.25,,
1433,0.30078,,
1434,0.29883,,
1435,0.30078,,
1436,0.30273,,
1437,0.29883,,
1438,0.30078,,
1439,0.25,,
1440,0.29883,,
1441,0.25,,
1442,0.25,,
1443,0.34961,,
1444,0.30078,,
1445,0.19922,,
1446,0.34961,,
1447,0.30078,,
1448,0.30273,,
1449,0.30078,,
1450,0.25,,
1451,0.29883,,
1452,0.30078,,
1453,0.30078,,
1454,0.25,,
1455,0.25,,
1456,0.29883,,
1457,0.30273,,
1458,0.29883,,
1459,0.29883,,
1460,0.25195,,
1461,0.35156,,
1462,0.25,,
1463,0.30078,,
1464,0.30078,,
1465,0.29883,,
1466,0.30078,,
1467,0.19727,,
1468,0.25,,
1469,0.25,,
1470,0.29883,,
1471,0.24805,,
1472,0.19922,,
1473,0.25,,
1474,0.25,,
1475,0.30078,,
1476,0.30078,,
1477,0.30078,,
1478,0.25,,
1479,0.30078,,
1480,0.30078,,
1481,0.25,,
1482,0.25,,
1483,0.25,,
1484,0.25,,
1485,0.29883,,
1486,0.34961,,
1487,0.30078,,
1488,0.29883,,
1489,0.29883,,
1490,0.25,,
1491,0.30078,,
1492,0.29883,,
1493,0.30273,,
1494,0.30078,,
1495,0.25,,
1496,0.25,,
1497,0.30078,,
1498,0.25,,
1499,0.15234,,
1500,0.29883,,
1501,0.29883,,
1502,0.29883,,
1503,0.30078,,
1504,0.30078,,
1505,0.19922,,
1506,0.29883,,
1507,0.29883,,
1508,0.35156,,
1509,0.30078,,
1510,0.20117,,
1511,0.30078,,
1512,0.29883,,
1513,0.25,,
1514,0.20117,,
1515,0.29883,,
1516,0.25,,
1517,0.25,,
1518,0.25,,
1519,0.29883,,
1520,0.30078,,
1521,0.29883,,
1522,0.25,,
1523,0.30078,,
1524,0.30273,,
1525,0.30273,,
1526,0.34961,,
1527,0.30273,,
1528,0.25,,
1529,0.20117,,
1530,0.25,,
1531,0.25,,
1532,0.30078,,
1533,0.30078,,
1534,0.30078,,
1535,0.29883,,
1536,0.25,,
1537,0.25,,
1538,0.34766,,
1539,0.29883,,
