Repetition rate,exeTime
1,0.7
2,0.7
3,0.7
4,0.75
5,0.7
6,0.7
7,0.6
8,0.7
9,0.6
10,0.7
11,0.7
12,0.75
13,0.7
14,0.75
15,0.7
